0,0,0,0
1,-0.988888931,2.488889095,0.094219
2,-2.822222219,4.977777937,0.672534
3,-2.733333323,6.488888984,-0.700234
4,-3.299999997,8.177777949,-0.68085
5,-3.611111134,8.888889119,-1.125674
6,-4.13333336,10.57777783,0.482241
7,-4.24444448,10.93333342,-0.545556
8,-4.666666658,11.91111121,0.278626
9,-4.644444434,12.53333342,-0.826138
10,-4.722222258,13.77777784,-0.781952
11,-5.044444467,14.48888901,-1.494175
12,-5.644444438,14.66666668,-0.419182
13,-5.577777766,16.00000006,-1.971781
14,-6.388888904,16.08888902,-0.456834
15,-6.722222265,16.80000019,-0.559718
16,-7.099999995,17.33333344,-0.439408
17,-6.744444489,17.86666669,0.038983
18,-6.14444444,18.4000002,-1.762864
19,-6.422222201,19.4666667,-1.748194
20,-7.200000043,18.57777786,-0.597252
21,-7.333333309,20.35555579,-0.849941
22,-7.755555566,20.35555579,-0.15499
23,-7.822222238,21.0666667,-2.307874
24,-7.911111134,21.15555566,-0.927124
25,-8.188888895,22.22222242,-1.708001
26,-8.622222225,22.93333334,-1.798934
27,-9.399999988,23.20000021,-1.334709
28,-8.744444418,23.28888892,-1.690867
29,-9.08888893,24.08888905,-1.520308
30,-9.144444451,24.35555568,-2.787378
31,-9.111111154,25.24444451,-2.735563
32,-8.944444434,25.24444451,-1.897435
33,-9.122222227,25.24444451,-2.98796
34,-9.233333347,25.33333347,-2.741529
35,-9.000000034,26.57777789,-2.433777
36,-9.277777795,26.13333335,-1.947801
37,-9.233333347,26.75555556,-2.588024
38,-9.688888901,26.93333348,-3.507873
39,-9.722222198,27.28888906,-2.931961
40,-9.89999999,27.46666673,-2.593756
41,-9.844444469,27.82222231,-2.450012
42,-9.944444438,28.35555556,-2.208881
43,-10.38888892,28.44444452,-1.80083
44,-9.777777797,28.26666686,-1.643511
45,-10.12222223,28.71111115,-1.577811
46,-10.12222223,29.24444465,-1.961746
47,-10.28888887,29.33333336,-1.80924
48,-10.66666668,29.68888895,-1.267949
49,-10.66666668,29.68888895,-2.527821
